ICD10,ICD10 String,PheCode,Phenotype,Excl. Phecodes,Excl. Phenotypes,sex,pregnancy_related,category,category_string
S87,Crushing injury of lower leg,1006,Crushing injury,,,Both,0.0,0.0,other
S87.0,Crushing injury of knee,1006,Crushing injury,,,Both,0.0,0.0,other
S87.8,Crushing injury of other and unspecified parts of lower leg,1009,"Injury, NOS",,,,0.0,0.0,other
S88,Traumatic amputation of lower leg,872,Traumatic amputation,870-879.99,Open wound,Both,0.0,18.0,injuries & poisonings
S88.0,Traumatic amputation at knee level,872,Traumatic amputation,870-879.99,Open wound,Both,0.0,18.0,injuries & poisonings
S88.1,Traumatic amputation at level between knee and ankle,872,Traumatic amputation,870-879.99,Open wound,Both,0.0,18.0,injuries & poisonings
S88.9,"Traumatic amputation of lower leg, level unspecified",872,Traumatic amputation,870-879.99,Open wound,Both,0.0,18.0,injuries & poisonings
S89.7,Multiple injuries of lower leg,1009,"Injury, NOS",,,,0.0,0.0,other
S89.8,Other specified injuries of lower leg,1009,"Injury, NOS",,,,0.0,0.0,other
S89.9,Unspecified injury of lower leg,1009,"Injury, NOS",,,,0.0,0.0,other
S90.0,Contusion of ankle,916,Contusion,916-916.99,Contusion,Both,0.0,18.0,injuries & poisonings
S90.1,Contusion of toe(s) without damage to nail,916,Contusion,916-916.99,Contusion,Both,0.0,18.0,injuries & poisonings
S90.2,Contusion of toe(s) with damage to nail,916,Contusion,916-916.99,Contusion,Both,0.0,18.0,injuries & poisonings
S90.3,Contusion of other and unspecified parts of foot,1009,"Injury, NOS",,,,0.0,0.0,other
S90.7,Multiple superficial injuries of ankle and foot,915,Superficial injury without mention of infection,910-919.99,"superficial, contusion, crushing injuries",Both,0.0,18.0,injuries & poisonings
S90.8,Other superficial injuries of ankle and foot,915,Superficial injury without mention of infection,910-919.99,"superficial, contusion, crushing injuries",Both,0.0,18.0,injuries & poisonings
S90.9,"Superficial injury of ankle and foot, unspecified",915,Superficial injury without mention of infection,910-919.99,"superficial, contusion, crushing injuries",Both,0.0,18.0,injuries & poisonings
S91.0,Open wound of ankle,871,Open wounds of extremities,870-879.99,Open wound,Both,0.0,18.0,injuries & poisonings
S91.0,Open wound of ankle,1009,"Injury, NOS",,,,0.0,0.0,other
S91.1,Open wound of toe(s) without damage to nail,871.4,Open wound of toe(s),870-879.99,Open wound,Both,0.0,18.0,injuries & poisonings
S91.2,Open wound of toe(s) with damage to nail,871.4,Open wound of toe(s),870-879.99,Open wound,Both,0.0,18.0,injuries & poisonings
S91.3,Open wound of other parts of foot,871.3,Open wound of foot except toe(s) alone,870-879.99,Open wound,Both,0.0,18.0,injuries & poisonings
S92.0,Fracture of calcaneus,800.4,Fracture of patella,800-809.99,Fractures,Both,0.0,18.0,injuries & poisonings
S92.0,Fracture of calcaneus,801,Fracture of ankle and foot,800-809.99,Fractures,Both,0.0,18.0,injuries & poisonings
S92.1,Fracture of talus,801.1,Fracture of foot,800-809.99,Fractures,Both,0.0,18.0,injuries & poisonings
S92.1,Fracture of talus,801,Fracture of ankle and foot,800-809.99,Fractures,Both,0.0,18.0,injuries & poisonings
S92.2,Fracture of other tarsal bone(s),801,Fracture of ankle and foot,800-809.99,Fractures,Both,0.0,18.0,injuries & poisonings
S92.3,Fracture of metatarsal bone,801,Fracture of ankle and foot,800-809.99,Fractures,Both,0.0,18.0,injuries & poisonings
S92.4,Fracture of great toe,801,Fracture of ankle and foot,800-809.99,Fractures,Both,0.0,18.0,injuries & poisonings
S92.7,Multiple fractures of foot,801,Fracture of ankle and foot,800-809.99,Fractures,Both,0.0,18.0,injuries & poisonings
S92.9,"Fracture of foot, unspecified",801.1,Fracture of foot,800-809.99,Fractures,Both,0.0,18.0,injuries & poisonings
S92.9,"Fracture of foot, unspecified",801,Fracture of ankle and foot,800-809.99,Fractures,Both,0.0,18.0,injuries & poisonings
S93.0,Dislocation of ankle joint,830,Dislocation,830-839.99,joint disorders and dislocations; trauma-related,,0.0,18.0,injuries & poisonings
S93.1,Dislocation of toe(s),830,Dislocation,830-839.99,joint disorders and dislocations; trauma-related,,0.0,18.0,injuries & poisonings
S93.3,Dislocation of other and unspecified parts of foot,830,Dislocation,830-839.99,joint disorders and dislocations; trauma-related,,0.0,18.0,injuries & poisonings
S93.6,Sprain and strain of other and unspecified parts of foot,1009,"Injury, NOS",,,,0.0,0.0,other
S94,Injury of nerves at ankle and foot level,907,Injuries to the nervous system,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes",,0.0,18.0,injuries & poisonings
S94.0,Injury of lateral plantar nerve,907,Injuries to the nervous system,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes",,0.0,18.0,injuries & poisonings
S94.1,Injury of medial plantar nerve,907,Injuries to the nervous system,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes",,0.0,18.0,injuries & poisonings
S94.2,Injury of deep peroneal nerve at ankle and foot level,907,Injuries to the nervous system,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes",,0.0,18.0,injuries & poisonings
S94.3,Injury of cutaneous sensory nerve at ankle and foot level,907,Injuries to the nervous system,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes",,0.0,18.0,injuries & poisonings
S94.7,Injury of multiple nerves at ankle and foot level,907,Injuries to the nervous system,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes",,0.0,18.0,injuries & poisonings
S94.8,Injury of other nerves at ankle and foot level,907,Injuries to the nervous system,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes",,0.0,18.0,injuries & poisonings
S94.9,Injury of unspecified nerve at ankle and foot level,907,Injuries to the nervous system,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes",,0.0,18.0,injuries & poisonings
S95,Injury of blood vessels at ankle and foot level,1007,Injury to blood vessels,,,Both,0.0,0.0,other
S95.0,Injury of dorsal artery of foot,1007,Injury to blood vessels,,,Both,0.0,0.0,other
S95.1,Injury of plantar artery of foot,1007,Injury to blood vessels,,,Both,0.0,0.0,other
S95.2,Injury of dorsal vein of foot,1007,Injury to blood vessels,,,Both,0.0,0.0,other
S95.7,Injury of multiple blood vessels at ankle and foot level,1007,Injury to blood vessels,,,Both,0.0,0.0,other
S95.8,Injury of other blood vessels at ankle and foot level,1007,Injury to blood vessels,,,Both,0.0,0.0,other
S95.9,Injury of unspecified blood vessel at ankle and foot level,1007,Injury to blood vessels,,,Both,0.0,0.0,other
S96,Injury of muscle and tendon at ankle and foot level,1009,"Injury, NOS",,,,0.0,0.0,other
S96.0,Injury of muscle and tendon of long flexor muscle of toe at ankle and foot level,1009,"Injury, NOS",,,,0.0,0.0,other
S96.1,Injury of muscle and tendon of long extensor muscle of toe at ankle and foot level,1009,"Injury, NOS",,,,0.0,0.0,other
S96.2,Injury of intrinsic muscle and tendon at ankle and foot level,1009,"Injury, NOS",,,,0.0,0.0,other
S96.7,Injury of multiple muscles and tendons at ankle and foot level,1009,"Injury, NOS",,,,0.0,0.0,other
S96.8,Injury of other muscles and tendons at ankle and foot level,1009,"Injury, NOS",,,,0.0,0.0,other
S96.9,Injury of unspecified muscle and tendon at ankle and foot level,1009,"Injury, NOS",,,,0.0,0.0,other
S97,Crushing injury of ankle and foot,1006,Crushing injury,,,Both,0.0,0.0,other
S97.0,Crushing injury of ankle,1006,Crushing injury,,,Both,0.0,0.0,other
S97.1,Crushing injury of toe(s),1006,Crushing injury,,,Both,0.0,0.0,other
S97.8,Crushing injury of other parts of ankle and foot,1011,Complications of surgical and medical procedures,,,Both,0.0,0.0,other
S97.8,Crushing injury of other parts of ankle and foot,1006,Crushing injury,,,Both,0.0,0.0,other
S98,Traumatic amputation of ankle and foot,872,Traumatic amputation,870-879.99,Open wound,Both,0.0,18.0,injuries & poisonings
S98.0,Traumatic amputation of foot at ankle level,872,Traumatic amputation,870-879.99,Open wound,Both,0.0,18.0,injuries & poisonings
S98.1,Traumatic amputation of one toe,872,Traumatic amputation,870-879.99,Open wound,Both,0.0,18.0,injuries & poisonings
S98.2,Traumatic amputation of two or more toes,872,Traumatic amputation,870-879.99,Open wound,Both,0.0,18.0,injuries & poisonings
S98.2,Traumatic amputation of two or more toes,871.4,Open wound of toe(s),870-879.99,Open wound,Both,0.0,18.0,injuries & poisonings
S98.4,"Traumatic amputation of foot, level unspecified",872,Traumatic amputation,870-879.99,Open wound,Both,0.0,18.0,injuries & poisonings
S99.7,Multiple injuries of ankle and foot,1009,"Injury, NOS",,,,0.0,0.0,other
S99.8,Other specified injuries of ankle and foot,1009,"Injury, NOS",,,,0.0,0.0,other
S99.9,Unspecified injury of ankle and foot,1009,"Injury, NOS",,,,0.0,0.0,other
T00,Superficial injuries involving multiple body regions,915,Superficial injury without mention of infection,910-919.99,"superficial, contusion, crushing injuries",Both,0.0,18.0,injuries & poisonings
T00.0,Superficial injuries involving head with neck,915,Superficial injury without mention of infection,910-919.99,"superficial, contusion, crushing injuries",Both,0.0,18.0,injuries & poisonings
T00.6,Superficial injuries involving multiple regions of upper limb(s) with lower limb(s),915,Superficial injury without mention of infection,910-919.99,"superficial, contusion, crushing injuries",Both,0.0,18.0,injuries & poisonings
T00.8,Superficial injuries involving other combinations of body regions,1009,"Injury, NOS",,,,0.0,0.0,other
T00.9,"Multiple superficial injuries, unspecified",915,Superficial injury without mention of infection,910-919.99,"superficial, contusion, crushing injuries",Both,0.0,18.0,injuries & poisonings
T01.0,Open wounds involving head with neck,870,Open wounds of head; neck; and trunk,870-879.99,Open wound,,0.0,18.0,injuries & poisonings
T01.0,Open wounds involving head with neck,870.6,Open wound of neck,870-879.99,Open wound,Both,0.0,18.0,injuries & poisonings
T01.1,"Open wounds involving thorax with abdomen, lower back and pelvis",870,Open wounds of head; neck; and trunk,870-879.99,Open wound,,0.0,18.0,injuries & poisonings
T01.6,Open wounds involving multiple regions of upper limb(s) with lower limb(s),1009,"Injury, NOS",,,,0.0,0.0,other
T01.8,Open wounds involving other combinations of body regions,1009,"Injury, NOS",,,,0.0,0.0,other
T01.9,"Multiple open wounds, unspecified",870.6,Open wound of neck,870-879.99,Open wound,Both,0.0,18.0,injuries & poisonings
T01.9,"Multiple open wounds, unspecified",1008,Crushing or internal injury to organs,,,Both,0.0,0.0,other
T01.9,"Multiple open wounds, unspecified",1009,"Injury, NOS",,,,0.0,0.0,other
T02.0,Fractures involving head with neck,819,Skull and face fracture and other intercranial injury,816-819.99,Intracranial injury,Both,0.0,18.0,injuries & poisonings
T02.0,Fractures involving head with neck,805,Fracture of vertebral column without mention of spinal cord injury,800-809.99,Fractures,,0.0,18.0,injuries & poisonings
T02.2,Fractures involving multiple regions of one upper limb,803,Fracture of upper limb,800-809.99,Fractures,Both,0.0,18.0,injuries & poisonings
T02.3,Fractures involving multiple regions of one lower limb,800,Fracture of lower limb,800-809.99,Fractures,,0.0,18.0,injuries & poisonings
T02.4,Fractures involving multiple regions of both upper limbs,803,Fracture of upper limb,800-809.99,Fractures,Both,0.0,18.0,injuries & poisonings
T02.5,Fractures involving multiple regions of both lower limbs,800,Fracture of lower limb,800-809.99,Fractures,,0.0,18.0,injuries & poisonings
T02.8,Fractures involving other combinations of body regions,1009,"Injury, NOS",,,,0.0,0.0,other
T02.9,"Multiple fractures, unspecified",809,Fracture of unspecified bones,800-809.99,Fractures,Both,0.0,18.0,injuries & poisonings
T02.9,"Multiple fractures, unspecified",1015,Effects of other external causes,,,Both,0.0,0.0,other
T03,"Dislocations, sprains and strains involving multiple body regions",830,Dislocation,830-839.99,joint disorders and dislocations; trauma-related,,0.0,18.0,injuries & poisonings
T03,"Dislocations, sprains and strains involving multiple body regions",,,,,,,,
T03.0,"Dislocations, sprains and strains involving head with neck",830,Dislocation,830-839.99,joint disorders and dislocations; trauma-related,,0.0,18.0,injuries & poisonings
T03.1,"Dislocations, sprains and strains involving thorax with lower back and pelvis",,,,,,,,
T03.1,"Dislocations, sprains and strains involving thorax with lower back and pelvis",830,Dislocation,830-839.99,joint disorders and dislocations; trauma-related,,0.0,18.0,injuries & poisonings
T03.2,"Dislocations, sprains and strains involving multiple regions of upper limb(s)",,,,,,,,
T03.2,"Dislocations, sprains and strains involving multiple regions of upper limb(s)",830,Dislocation,830-839.99,joint disorders and dislocations; trauma-related,,0.0,18.0,injuries & poisonings
T03.3,"Dislocations, sprains and strains involving multiple regions of lower limb(s)",,,,,,,,
T03.3,"Dislocations, sprains and strains involving multiple regions of lower limb(s)",830,Dislocation,830-839.99,joint disorders and dislocations; trauma-related,,0.0,18.0,injuries & poisonings
T03.4,"Dislocations, sprains and strains involving multiple regions of upper limb(s) with lower limb(s)",830,Dislocation,830-839.99,joint disorders and dislocations; trauma-related,,0.0,18.0,injuries & poisonings
T03.4,"Dislocations, sprains and strains involving multiple regions of upper limb(s) with lower limb(s)",,,,,,,,
T04,Crushing injuries involving multiple body regions,1006,Crushing injury,,,Both,0.0,0.0,other
T04.2,Crushing injuries involving multiple regions of upper limb(s),1006,Crushing injury,,,Both,0.0,0.0,other
T04.3,Crushing injuries involving multiple regions of lower limb(s),1006,Crushing injury,,,Both,0.0,0.0,other
T04.7,"Crushing injuries of thorax with abdomen, lower back and pelvis with limb(s)",1006,Crushing injury,,,Both,0.0,0.0,other
T04.8,Crushing injuries involving other combinations of body regions,1009,"Injury, NOS",,,,0.0,0.0,other
T05.8,Traumatic amputations involving other combinations of body regions,1009,"Injury, NOS",,,,0.0,0.0,other
T06.0,Injuries of brain and cranial nerves with injuries of nerves and spinal cord at neck level,819,Skull and face fracture and other intercranial injury,816-819.99,Intracranial injury,Both,0.0,18.0,injuries & poisonings
T06.4,Injuries of muscles and tendons involving multiple body regions,1009,"Injury, NOS",,,,0.0,0.0,other
T06.5,Injuries of intrathoracic organs with intra-abdominal and pelvic organs,1008,Crushing or internal injury to organs,,,Both,0.0,0.0,other
T07,Unspecified multiple injuries,1009,"Injury, NOS",,,,0.0,0.0,other
T09.2,"Dislocation, sprain and strain of unspecified joint and ligament of trunk",915,Superficial injury without mention of infection,910-919.99,"superficial, contusion, crushing injuries",Both,0.0,18.0,injuries & poisonings
T09.2,"Dislocation, sprain and strain of unspecified joint and ligament of trunk",1009,"Injury, NOS",,,,0.0,0.0,other
T09.3,"Injury of spinal cord, level unspecified",907,Injuries to the nervous system,905-909.99,"Late effects of injuries, poisonings, toxic effects, and other external causes",,0.0,18.0,injuries & poisonings
T09.5,Injury of unspecified muscle and tendon of trunk,1009,"Injury, NOS",,,,0.0,0.0,other
