prowas_code,prowas_desc,cpt,cpt text,ccs,CCS Label
214.5,strapping,29260,Strapping; elbow or wrist,214,"Traction, splints, and other wound care"
214.5,strapping,29280,Strapping; hand or finger,214,"Traction, splints, and other wound care"
214.2,application of cast,29305,Application of hip spica cast; 1 leg,214,"Traction, splints, and other wound care"
214.2,application of cast,29325,Application of hip spica cast; 1 and one-half spica or both legs,214,"Traction, splints, and other wound care"
214.2,application of cast,29345,Application of long leg cast (thigh to toes),214,"Traction, splints, and other wound care"
214.2,application of cast,29355,Application of long leg cast (thigh to toes); walker or ambulatory type,214,"Traction, splints, and other wound care"
214.2,application of cast,29358,Application of long leg cast brace,214,"Traction, splints, and other wound care"
214.2,application of cast,29365,Application of cylinder cast (thigh to ankle),214,"Traction, splints, and other wound care"
214.2,application of cast,29405,Application of short leg cast (below knee to toes),214,"Traction, splints, and other wound care"
214.2,application of cast,29425,Application of short leg cast (below knee to toes); walking or ambulatory type,214,"Traction, splints, and other wound care"
214.2,application of cast,29435,Application of patellar tendon bearing (PTB) cast,214,"Traction, splints, and other wound care"
214.2,application of cast,29440,Adding walker to previously applied cast,214,"Traction, splints, and other wound care"
214.2,application of cast,29445,Application of rigid total contact leg cast,214,"Traction, splints, and other wound care"
214.2,application of cast,29450,Application of clubfoot cast with molding or manipulation; long or short leg,214,"Traction, splints, and other wound care"
214.4,splint,29505,Application of long leg splint (thigh to ankle or toes),214,"Traction, splints, and other wound care"
214.4,splint,29515,Application of short leg splint (calf to foot),214,"Traction, splints, and other wound care"
214.5,strapping,29520,Strapping; hip,214,"Traction, splints, and other wound care"
214.5,strapping,29530,Strapping; knee,214,"Traction, splints, and other wound care"
214.5,strapping,29540,Strapping; ankle and/or foot,214,"Traction, splints, and other wound care"
214.5,strapping,29550,Strapping; toes,214,"Traction, splints, and other wound care"
214.5,strapping,29580,Strapping; Unna boot,214,"Traction, splints, and other wound care"
214.6,Application of multi-layer compression system,29581,Application of multi-layer compression system; leg (below knee); including ankle and foot,214,"Traction, splints, and other wound care"
214.6,Application of multi-layer compression system,29582,Application of multi-layer compression system; thigh and leg; including ankle and foot; when performed,214,"Traction, splints, and other wound care"
214.6,Application of multi-layer compression system,29583,Application of multi-layer compression system; upper arm and forearm,214,"Traction, splints, and other wound care"
214.6,Application of multi-layer compression system,29584,Application of multi-layer compression system; upper arm; forearm; hand; and fingers,214,"Traction, splints, and other wound care"
214.4,splint,29590,[EXPIRED]-Denis-browne splint strapping,214,"Traction, splints, and other wound care"
214.3,cast,29720,Repair of spica; body cast or jacket,214,"Traction, splints, and other wound care"
214.3,cast,29730,Windowing of cast,214,"Traction, splints, and other wound care"
214.3,cast,29740,Wedging of cast (except clubfoot casts),214,"Traction, splints, and other wound care"
214.3,cast,29750,Wedging of clubfoot cast,214,"Traction, splints, and other wound care"
214.3,cast,29799,Unlisted procedure; casting or strapping,214,"Traction, splints, and other wound care"
214.9,traction,97012,Application of a modality to 1 or more areas; traction; mechanical,214,"Traction, splints, and other wound care"
214.9,traction,97036,Application of a modality to 1 or more areas; Hubbard tank; each 15 minutes,214,"Traction, splints, and other wound care"
214.8,wound treatment,97597,Removal of tissue from wounds per session,214,"Traction, splints, and other wound care"
214.8,wound treatment,97598,Removal of tissue from wounds per session,214,"Traction, splints, and other wound care"
214.8,wound treatment,97601,[EXPIRED]-Wound(s) care; selective,214,"Traction, splints, and other wound care"
214.8,wound treatment,97602,Removal of devitalized tissue from wound(s); non-selective debridement; without anesthesia (eg; wet-to-moist dressings; enzymatic; abrasion); including topical application(s); wound assessment; and instruction(s) for ongoing care; per session,214,"Traction, splints, and other wound care"
214.7,Negative pressure wound therapy,97605,Negative pressure wound therapy (eg; vacuum assisted drainage collection); utilizing durable medical equipment (DME); including topical application(s); wound assessment; and instruction(s) for ongoing care; per session; total wound(s) surface area less than or equal to 50 square centimeters,214,"Traction, splints, and other wound care"
214.7,Negative pressure wound therapy,97606,Negative pressure wound therapy (eg; vacuum assisted drainage collection); utilizing durable medical equipment (DME); including topical application(s); wound assessment; and instruction(s) for ongoing care; per session; total wound(s) surface area greater than 50 square centimeters,214,"Traction, splints, and other wound care"
214.7,Negative pressure wound therapy,97607,Negative pressure wound therapy; (eg; vacuum assisted drainage collection); utilizing disposable; non-durable medical equipment including provision of exudate management collection system; topical application(s); wound assessment; and instructions for ongoing care; per session; total wound(s) surface area less than or equal to 50 square centimeters,214,"Traction, splints, and other wound care"
214.7,Negative pressure wound therapy,97608,Negative pressure wound therapy; (eg; vacuum assisted drainage collection); utilizing disposable; non-durable medical equipment including provision of exudate management collection system; topical application(s); wound assessment; and instructions for ongoing care; per session; total wound(s) surface area greater than 50 square centimeters,214,"Traction, splints, and other wound care"
214.8,wound treatment,0299T,Extracorporeal shock wave for integumentary wound healing; high energy; including topical application and dressing care; initial wound,214,"Traction, splints, and other wound care"
214.8,wound treatment,0300T,Extracorporeal shock wave for integumentary wound healing; high energy; including topical application and dressing care; each additional wound (List separately in addition to code for primary procedure),214,"Traction, splints, and other wound care"
215.1,speech treatment,92507,Treatment of speech; language; voice; communication; and/or auditory processing disorder; individual,215,Other physical therapy and rehabilitation
215.1,speech treatment,92508,Treatment of speech; language; voice; communication; and/or auditory processing disorder; group; 2 or more individuals,215,Other physical therapy and rehabilitation
215.1,speech treatment,92597,Evaluation for use and/or fitting of voice prosthetic device to supplement oral speech,215,Other physical therapy and rehabilitation
215.8,PAD,93668,Peripheral arterial disease (PAD) rehabilitation; per session,215,Other physical therapy and rehabilitation
215.2,ECG monitoring,93797,Physician or other qualified health care professional services for outpatient cardiac rehabilitation; without continuous ECG monitoring (per session),215,Other physical therapy and rehabilitation
215.2,ECG monitoring,93798,Physician or other qualified health care professional services for outpatient cardiac rehabilitation; with continuous ECG monitoring (per session),215,Other physical therapy and rehabilitation
215.9,other,97039,Unlisted modality (specify type and time if constant attendance),215,Other physical therapy and rehabilitation
215.9,other,97139,Unlisted therapeutic procedure (specify),215,Other physical therapy and rehabilitation
215.3,orthotic,97501,[EXPIRED]-Orthotics training (dynamic-bracing; splinting); upper and lower extremities; each additional 15 minutes,215,Other physical therapy and rehabilitation
215.3,orthotic,97504,[EXPIRED]-Orthotic training,215,Other physical therapy and rehabilitation
215.9,other,97506,[EXPIRED]-(No description available),215,Other physical therapy and rehabilitation
215.7,sensory and cognitive skills,97532,Development of cognitive skills to improve attention; memory; problem solving (includes compensatory training); direct (one-on-one) patient contact; each 15 minutes,215,Other physical therapy and rehabilitation
215.7,sensory and cognitive skills,97533,Sensory integrative techniques to enhance sensory processing and promote adaptive responses to environmental demands; direct (one-on-one) patient contact; each 15 minutes,215,Other physical therapy and rehabilitation
215.6,ADL,97535,Self-care/home management training (eg; activities of daily living (ADL) and compensatory training; meal preparation; safety procedures; and instructions in use of assistive technology devices/adaptive equipment) direct one-on-one contact; each 15 minutes,215,Other physical therapy and rehabilitation
215.6,ADL,97537,Community/work reintegration training (eg; shopping; transportation; money management; avocational activities and/or work environment/modification analysis; work task analysis; use of assistive technology device/adaptive equipment); direct one-on-one contact; each 15 minutes,215,Other physical therapy and rehabilitation
215.5,assistive technology,97542,Wheelchair management (eg; assessment; fitting; training); each 15 minutes,215,Other physical therapy and rehabilitation
215.5,assistive technology,97755,Assistive technology assessment (eg; to restore; augment or compensate for existing function; optimize functional tasks and/or maximize environmental accessibility); direct one-on-one contact; with written report; each 15 minutes,215,Other physical therapy and rehabilitation
